,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,-298.0,0.0,0.0,0.0,0.0
2,0.0,-234.0,0.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0
3,97785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,-435.0,0.0,-328.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-2983.0,0.0,0.0,0.0,0.0,0.0,-1421.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,-546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-877.0,0.0,0.0,0.0,0.0,-738.0,0.0,0.0,0.0,0.0
